text,ground_truth,raw_response,predicted,correct
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,"{""reasoning"": ""The message does not contain any spammy language or content that would typically indicate it as spam"", ""verdict"": 1}",1,True
Yes there were many sweets,0,"{""reasoning"": ""The message 'Yes there were many sweets' is a question asking for confirmation or information about something, which is not typically associated with spam messages."", ""verdict"": 0}",0,True
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,"{""reasoning"": ""The text contains nonsensical and inappropriate content that is not in the standard language of communication."", ""verdict"": 0}",0,False
here is my new address -apples&pairs&all that malarky,0,"{""reasoning"": ""The message contains a misspelled word and unclear content, which are characteristic of an unspam message."", ""verdict"": 1}",1,False
WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,"{""reasoning"": ""The message contains an offer to win a prize in exchange for a call, which is not typically associated with spam or legitimate offers."", ""verdict"": 0}",0,False
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,"{""reasoning"": ""This message does not appear to be spam."", ""verdict"": 0}",0,False
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,"{""reasoning"": ""The message is not spam or irrelevant"", ""verdict"": 0}",0,False
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,"{""reasoning"": ""The message contains personal and romantic information, which is not typically associated with spam messages. It appears to be a text message from a landline number. The presence of personal details and the format of the message suggest it may be from a known contact."", ""verdict"": 0}",0,False
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,"{ ""reasoning"": ""The message is not spam as it does not contain any promotional or direct-sponsoring content."", ""verdict"": 0 }",0,False
As in different styles?,0,"{""reasoning"": ""The given message is not spam. It appears to be a professional or official email."", ""verdict"": 0}",0,True
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,"{""reasoning"": ""The text is not showing any spam or bad intentions."", ""verdict"": 0}",0,True
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,"{""reasoning"": ""The message contains no spam elements and does not appear to be an attempt to engage in spam behavior."", ""verdict"": 1}",1,True
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,"{""reasoning"": ""The message contains explicit sexual content, hate speech, and profanity."", ""verdict"": 1}",1,True
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,"{""reasoning"": ""The message does not contain any spam-related indicators."", ""verdict"": 1}",1,True
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,"{""reasoning"": ""The message is clearly for a Nokia Phone, an iPod MP3 player, or a prize. It does not mention any SMS service. Therefore, it can be confidently identified as spam."", ""verdict"": 1}",1,True
Jus finish bathing...,0,"{""reasoning"": ""The message seems to be a casual command or reminder about bathing, which could potentially be considered spam as it's not specific enough for an email."", ""verdict"": 1}",1,False
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,"{""reasoning"": ""This message does not contain any language or words that are commonly associated with spam, and it doesn't mention anything about waking up or doing a bad thing."", ""verdict"": 0}",0,True
Yes:)sura in sun tv.:)lol.,0,"{""reasoning"": ""The message contains sexual content and explicit language, which are typically not considered part of a positive or friendly response."", ""verdict"": 1}",1,False
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,"{""reasoning"": ""The message contains explicit sexual content and profanity, which is not appropriate for most platforms."", ""verdict"": 1}",1,False
I love u 2 my little pocy bell I am sorry but I love u,0,"{""reasoning"": ""The text contains a clear and sincere expression of love for the user, which is not typically associated with spam messages."", ""verdict"": 1}",1,False
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,"{""reasoning"": ""The content of the message is not spam as it does not contain any sexually explicit, child pornographic, or other inappropriate topics."", ""verdict"": 0}",0,False
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,"{""reasoning"": ""The message contains explicit and threatening language"", ""verdict"": 1}",1,True
Watching telugu movie..wat abt u?,0,"{""reasoning"": ""The message is not directed at a specific person or organization, so it does not indicate spam or ham."", ""verdict"": 0}",0,True
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,"{""reasoning"": ""The message contains an offer for a prize and a phone number to contact the prize. However, there are no explicit spam messages or suspicious activities mentioned in the message."", ""verdict"": 0}",0,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,"{""reasoning"": ""The message contains a personal identification number (Identifier Code) and an account statement, which are common characteristics of spam messages. Additionally, the fact that it includes a link to redeem points suggests that it might be part of a campaign or contest that incentivizes users to participate. Therefore, based on these factors, I believe this is spam."", ""verdict"": 1}",1,True
I AM AT A PARTY WITH ALEX NICHOLS,0,"{""reasoning"":""The message is likely to be spam because it contains a link to an unverified source and references a public figure without additional context."",""verdict"":1}",1,False
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,"{""reasoning"": ""The message contains no explicit or implicit negative language, context clues that suggest the message may not be spam."", ""verdict"": 1}",1,False
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,"{""reasoning"":""The content of the message appears to be a direct link or URL, which is suspicious as it could potentially lead users to unsafe websites. Additionally, the content lacks any personal contact information or specific product details that are typically found in spam messages."",""verdict"":0}",0,False
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,1,"{""reasoning"": ""The message is not spam as it contains useful information about the charges and the bailiff."", ""verdict"": 0}",0,False
Its too late:)but its k.wish you the same.,0,"{""reasoning"": ""The message contains a direct wish to the recipient in the form of 'k. wish you the same', which is typically associated with spam due to the repetitive use of a phrase."", ""verdict"": 1}",1,False
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1,"{""reasoning"":""The given message is spam"",""verdict"":1}",1,True
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,"{""reasoning"": ""Reason for classifying as spam: The message contains explicit language that suggests the sender is immature or lacking in maturity. Additionally, there are multiple grammatical and punctuation errors."", ""verdict"": 1}",1,False
Whos this am in class:-),0,"{""reasoning"": ""The message contains a username and user ID, which is typical of social media messages."", ""verdict"": 0}",0,True
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1,"{""reasoning"": ""The message contains nonsensical and irrelevant content."", ""verdict"": 0}",0,False
No need lar i go engin? Cos my sis at arts today...,0,"{""reasoning"":""The message is a direct question and answer, without any suspicious activity or language that might indicate spamming, and it doesn't contain any explicit profanity."",""verdict"":0}",0,True
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,"{""reasoning"": ""The message contains unsolicited requests for information such as the date of the next birthday party and physical fitness tips."", ""verdict"": 0}",0,True
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,"{""reasoning"": ""The text contains elements that could be considered spam, such as the repeated mention of ""CHAT"" and ""SEND"", the use of URLs for contact information, and the offer to pay a small fee for the chat. However, there are also some neutral elements like the age range and location, so we cannot definitively classify it as spam or ham based solely on these features."", ""verdict"": 0}",0,False
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,"{""reasoning"": ""The message contains multiple requests and vague statements that are not representative of a single user."", ""verdict"": 0}",0,True
it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,"{""reasoning"": ""This message is clearly soliciting users to send free text messages, which could potentially lead to spam due to the high volume of requests for free communication."", ""verdict"": 1}",1,True
Oh wow thats gay. Will firmware update help,0,"{""reasoning"": ""The message contains offensive and inappropriate language, which is characteristic of spam"", ""verdict"": 1}",1,False
You have an important customer service announcement from PREMIER.,1,"{""reasoning"":""This message is a product announcement and not a communication for customer service, it does not contain any personal or promotional content that would warrant spam classification."",""verdict"":0}",0,False
Webpage s not available!,0,"{""reasoning"": ""The message suggests that the webpage is unavailable, which does not align with common practices for messages on a website."", ""verdict"": 0}",0,True
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,"{""reasoning"":""This message contains no spam and is not an email sent by a fraudster or other suspicious source."",""verdict"":0}",0,False
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,"{""reasoning"": ""The message does not contain any indication of spam or ham. It is a normal adult-to-adult communication. No relevant information for the task."", ""verdict"": 0}",0,False
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,"{""reasoning"": ""The message does not contain any spammy language or patterns typical of a legitimate email; it appears to be an alert about a specific product."", ""verdict"": 0}",0,False
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,"{""reasoning"": ""This SMS message is spam because it contains fraudulent numbers and addresses. It is not intended for claiming winnings."", ""verdict"": 1}",1,True
Convey my regards to him,0,"{""reasoning"":""The given message is a greeting and does not contain any promotional or encouraging language that would indicate spam."", ""verdict"": 1}",1,False
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,"{""reasoning"": ""This message seems to be for a live fantasy show and calls, so it may not be spam."", ""verdict"": 0}",0,False
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,"{ ""reasoning"": ""The message contains a request for information (URN) from the bank, which is common behavior when making a transaction online, thus it could be spam."", ""verdict"": 1 }",1,False
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,"{""reasoning"": ""The message contains a call to action, which is typically associated with spam messages."", ""verdict"": 1}",1,True
Were trying to find a Chinese food place around here,0,"{""reasoning"":""The message is an advertisement for a restaurant offering Chinese food, which could indicate that the user wants to find a Chinese food place."", ""verdict"": 1}",1,False
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,"{""reasoning"": ""The text message contains explicit language, sexual content, and profanity which are not acceptable for this platform."", ""verdict"": 0}",0,False
I'm going 2 orchard now laready me reaching soon. U reaching?,0,"{""reasoning"": ""The message contains no explicit or implicit requests for a response, and the tone suggests that the sender is asking a question that might lead to immediate responses."", ""verdict"": 0}",0,True
Hey come online! Use msn... We are all there,0,"{""reasoning"": ""This message is not spam as it contains no malicious or unwanted content."", ""verdict"": 0}",0,True
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,"{""reasoning"": ""The message contains promotional language, such as 'Call', which is not typical for spam messages."", ""verdict"": 0}",0,False
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0,"{""reasoning"": ""This message is not spam as it does not contain any promotional language or requests for romantic gestures."", ""verdict"": 0}",0,True
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,"{""reasoning"": ""The message is not spam because it does not contain any suggestive or threatening language, and the sender's tone suggests a casual nature."", ""verdict"": 0}",0,True
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,"{""reasoning"": ""The message is not spam because the content does not contain any explicit, offensive, or malicious words that might be indicators of spam. The messages are in English and are not related to anything illegal."", ""verdict"": 0}",0,False
I'm really sorry I lit your hair on fire,0,"{""reasoning"": ""The message contains offensive language and is likely to offend recipients, making it highly unlikely that the sender would consider it a genuine conversation."", ""verdict"": 1}",1,False
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0,"{""reasoning"": ""The message contains a long sequence of nonsensical words and phrases, including 'sweet', 'dreams', and 'you and me'. These are not typical phrasing used in normal communications."", ""verdict"": 0}",0,True
"Hmm well, night night ",0,"{""reasoning"": ""The message does not contain any obvious signs of spam or abuse."", ""verdict"": 1}",1,False
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,1,"{""reasoning"": ""This message does not contain any unsolicited messages or advertisements, and it is likely not spam. It appears to be a personal contact for the user."", ""verdict"": 0}",0,False
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,"{""reasoning"": ""The message contains no spam indications and does not appear to be attempting to collect a prize. Therefore, the verdict is 0."", ""verdict"": 0}",0,False
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,"{""reasoning"": ""This message is not spam because it contains a specific hashtag and a contact number, which are typical elements in an advertising context."", ""verdict"": 0}",0,False
I have printed it oh. So  &lt;#&gt;  come upstairs,0,"{""reasoning"": ""This message is not spam as it does not contain any unsolicited messages."", ""verdict"": 0}",0,True
Also hi wesley how've you been,0,"{""reasoning"": ""The given message is not spam, as it does not contain any promotional language or excessive requests for information."", ""verdict"": 0}",0,True
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,"{""reasoning"": ""This message is not spam as it does not contain any promotional or commercial content."", ""verdict"": 0}",0,False
Well welp is sort of a semiobscure internet thing,0,"{""reasoning"": ""The message contains nonsensical and non-sense language, which is indicative of spam."", ""verdict"": 1}",1,False
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,"{""reasoning"": ""This message does not appear to be spam because it is not promoting any products or services and does not contain words that are commonly associated with spam messages."", ""verdict"": 0}",0,False
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,"{""reasoning"": ""The message contains multiple personal and romantic themes, which is characteristic of spam messages."", ""verdict"": 1}",1,False
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1,"{""reasoning"": ""The message is not spam as it does not contain any marketing messages or advertisements."", ""verdict"": 1}",1,True
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,"{""reasoning"": ""The message does not contain any spam elements"", ""verdict"": 1}",1,True
i am seeking a lady in the street and a freak in the sheets. Is that you?,0,"{""reasoning"": ""The message appears to be promotional or advertising for a product, such as someone offering to meet a stranger in the streets or an alleged sexual assault incident."", ""verdict"": 0}",0,True
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,"{""reasoning"": ""The message contains threatening and hurtful language and a personal insult, indicating that it is spam."", ""verdict"": 1}",1,False
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,"{""reasoning"": ""The message does not contain any spammy language or requests. It appears to be a legitimate offer for an NOKIA6600 mobile phone."", ""verdict"": 0}",0,False
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,"{""reasoning"": ""The text contains no spammy language or content that would be typical of an urgent message."", ""verdict"": 1}",1,True
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,"{""reasoning"": ""Greeting and wishing all parties well."", ""verdict"": 1}",1,False
Get ready for  &lt;#&gt;  inches of pleasure...,0,"{""reasoning"":""The message is not spam as it contains a link to the same page, which would indicate that the message may have been sent from an infected page."",""verdict"":0}",0,True
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1,"{""reasoning"": ""The message contains a link to an online store for movie trivia, which is not typically associated with spam. The content of the message is related to a personal association and does not contain any illegal or inappropriate content."", ""verdict"": 0}",0,False
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",1,"{""reasoning"": ""This message is clearly a call-to-action to stay in a hotel for free through a specific phone number."", ""verdict"": 0}",0,False
Another month. I need chocolate weed and alcohol.,0,"{""reasoning"": ""The message contains no explicit or implicit requests for alcoholic beverages, which is unusual in a spam context."", ""verdict"": 0}",0,True
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",1,"{""reasoning"": ""The text message does not contain any spam or promotional content."", ""verdict"": 0}",0,False
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,"{""reasoning"": ""This message appears to be a direct appeal for a prize or reward, similar to a sports car deal in a real-world scenario."", ""verdict"": 0}",0,False
K then 2marrow are you coming to class.,0,"{""reasoning"":""The message appears to be a simple, short reply that's not spam or threatening."",""verdict"":0}",0,True
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,"{""reasoning"":""The message does not appear to contain any inappropriate language or content, which suggests it is not spam."",""verdict"":0}",0,True
Sorry about that this is my mates phone and i didnt write it love Kate,0,"{""reasoning"": ""The content of the message is not clearly related to any known spam or legitimate communication with a partner, so we cannot determine whether it's spam based on the given information."", ""verdict"": 0}",0,True
"No, I was trying it all weekend ;V",0,"{""reasoning"": ""The message contains no explicit or implicit content that would suggest the sender is a spammer or has malicious intent."", ""verdict"": 0}",0,True
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1,"{""reasoning"": ""The message does not contain any spammy language, commercial offers, or other elements that would indicate it is spam. It also mentions a cash prize and a prize in the form of a cash reward. As such, we can confidently classify this as ham."", ""verdict"": 0}",0,False
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,"{""reasoning"": ""The message appears to be spam because it contains an unverified and potentially malicious link, which could lead to unauthorized access to personal information or other security risks."", ""verdict"": 1}",1,True
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,"{""reasoning"": ""The message contains no spam or offensive language"", ""verdict"": 1}",1,False
Let me know when you've got the money so carlos can make the call,0,"{""reasoning"":""The message is a plea for assistance and does not indicate any form of harassment or malicious intent, making it more likely to be a spam message."",""verdict"":1}",1,False
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,"{""reasoning"": ""The message is not directed at a specific person and does not contain any threatening language, so it can be considered a normal text message."", ""verdict"": 0}",0,True
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,"{""reasoning"": ""The message contains explicit sexual content and requests a free chat, which are not appropriate for the intended audience."", ""verdict"": 1}",1,True
Thank you baby! I cant wait to taste the real thing...,0,"{""reasoning"":""The content of this SMS message is a positive, romantic gesture and does not contain any indicators of spam or fraudulent activity. It would likely result in engagement by the recipient's friends and family."",""verdict"":0}",0,True
"They can try! They can get lost, in fact. Tee hee",0,"{""reasoning"": ""The message contains an offer for something (getting lost) which is not typical or expected behavior on the part of the sender. This could indicate a prank or a playful tone."", ""verdict"": 0}",0,True
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,"{""reasoning"": ""The message is not spam as it contains relevant information about free gardening items."", ""verdict"": 1}",1,True
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,"{""reasoning"": ""This message is clearly a spam message as it contains explicit adult content."", ""verdict"": 1}",1,False
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1,"{""reasoning"":""The given text is not spam as it provides valuable and positive information about the customer's rewards and assistance received."",""verdict"":0}",0,False
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,"{""reasoning"": ""The message is not spam, it contains a legitimate advertisement"", ""verdict"": 1}",1,True
Its a part of checking IQ,0,"{""reasoning"":""The given message does not contain any obvious indicators of spam or luring behavior."",""verdict"":0}",0,True
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,"{""reasoning"": ""The message contains no explicit or implicit messages that would suggest it is spam, such as offering a discount, making false promises, or using deceptive tactics."", ""verdict"": 1}",1,True
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,"{""reasoning"":""This text message is likely a scam, as the sender explicitly asks for 50GB of data per month and offers to collect it immediately."",""verdict"":1}",1,True
I HAVE A DATE ON SUNDAY WITH WILL!!,0,"{""reasoning"":""The message is a casual and playful greeting, not suggesting a date or romantic relationship"",""verdict"":0}",0,True
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0,"{""reasoning"": ""This message does not contain any unsolicited commercial or personalized requests and therefore is classified as non-spam."", ""verdict"": 0}",0,True
WHITE FUDGE OREOS ARE IN STORES,0,"{""reasoning"":""The message is not spam as it contains positive language and a specific location in the store"",""verdict"":0}",0,True
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,"{""reasoning"": ""The message is not spam as it does not contain any advertisement or promotional text."", ""verdict"": 0}",0,False
