text,ground_truth,raw_response,predicted,correct
This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,"{""reasoning"": ""The message is not in the form of a phone call, so it does not contain urgent external action and no prize offer has been made for an unsolicited commercial offer."", ""verdict"": 0}",0,False
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0,"{""reasoning"": ""This message is not a conversation and does not discuss everyday situations, so it cannot be classified as having conventional conversational tone or any form of promotional content. Therefore, the verdict is SPAM."", ""verdict"": 1}",1,False
When are you guys leaving?,0,"{""reasoning"": ""ConversationAgent: When are you guys leaving?"", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: You won"", ""verdict"": 1}",0,True
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,"{""reasoning"": ""The message contains promotional content and offers, not being late, cooking, making plans or sharing news. It does NOT discuss everyday situations."", ""verdict"": 1}",1,True
"Haha, that was the first person I was gonna ask",0,"{""reasoning"": ""ConversationAgent: Haha, that was the first person I was gonna ask"", ""verdict"": 0}",0,True
No no. I will check all rooms befor activities,0,"{""reasoning"": ""The message is not being directed at a specific individual or group, but rather to the person checking out each room for activities. Therefore, it does not qualify as spam and should be classified as ham."", ""verdict"": 0}",0,True
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,"{""reasoning"": ""The message contains urgent promotional language like 'FREE for 1st week' and 'Get txting and tell ur mates'. It also links to a website, which may indicate it's an advertisement. However, there is no push towards any external action or lack of urgency."", ""verdict"": 0}",0,False
Oh did you charge camera,0,"{""reasoning"": ""Conversational"", ""verdict"": 0}",0,True
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,1,"{
  ""reasoning"": ""The message is not conveying any urgency or promotional content. It appears to be asking for a prize, but it also includes personal details and a recommendation."",
  ""verdict"": 0
}",0,False
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,"{""reasoning"": ""The text is discussing an offer and asking the recipient to contact someone, which are everyday situations that fall under being late, cooking, meeting someone, making plans, asking a personal question, or sharing news."", ""verdict"": 0}",0,False
Yes there were many sweets,0,"{""reasoning"":""ConversationAgent: Yes there were many sweets → FinalVerdict: 1 (advertising)"", ""verdict"": 1}",1,False
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,"{""reasoning"": ""The message contains promotional language such as 'call 09061744553 now!', 'videochat wid ur mates', 'play java games', 'Dload polyH music, noline rentl', and 'bx420. ip4. 5we. 150pm'. The message does not discuss everyday situations or be labeled as a conversation. It is therefore classified as advertising."", ""verdict"": 1}",1,True
here is my new address -apples&pairs&all that malarky,0,"{""reasoning"":""ADVERTISING"", ""verdict"": 1}",1,False
WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,"{""reasoning"":""Not_Conversational"", ""verdict"": 0}",0,False
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,"{""reasoning"": ""Not_conversational"", ""verdict"": 0}",0,False
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,"{""reasoning"": ""The message contains an urgent offer in text form, which is a classic spam indicator. It reads 'Claim to No: 81010 T&C'. This indicates that the content is unsolicited and not promotional or appealing. The sender asks for confirmation of their claim using the word 'CLAIM'. This also suggests urgency through the use of an urgent word ('URGENT!')."", ""verdict"": 1}",1,True
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,"{""reasoning"": ""ConversationAgent: This message does not contain any urgency or prize promises, nor is there a link to a store promotion. It discusses a personal situation (fancy someone) and a specific phone number."", ""verdict"": 1}, {""reasoning"": ""AdvertisingAgent: The content of the message contains no advertisements or promotional language. There are no brand names, 'special deal', 'sale', 'subscribe', 'offer expires', store promotions, or links to premium phones."", ""verdict"": 0}, {""reasoning"": ""FinalVerdict: Not_conversational"", ""verdict"": 0}",1,True
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,"{""reasoning"": ""The message contains urgent promotional content, 'Act now' and 'Limited time', which is typical of spam messages."", ""verdict"": 1}",1,True
As in different styles?,0,"{""reasoning"": ""This question asks about different styles of writing"", ""verdict"": 1}",1,False
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,"{""reasoning"": ""ConversationAgent: Conveys that the message is not conversational."", ""verdict"": 0}",0,True
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,"{""reasoning"": ""Conversational"", ""verdict"": 0},",0,False
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,"{""reasoning"": ""AdvertisingAgent"", ""verdict"": 1},",1,True
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,"{""reasoning"": ""The message contains urgent promotional language, such as 'Free' and the offer 'Txt NOKIA to 86021 now!', which are typical of spam messages."", ""verdict"": 1}",1,True
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}",0,False
Jus finish bathing...,0,"{""reasoning"": ""ConversationAgent: Jus finish bathing..."", ""verdict"": 0}",0,True
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,"{""reasoning"": ""ConversationAgent: MAYBE"", ""verdict"": 0}",0,True
Yes:)sura in sun tv.:)lol.,0,"{""reasoning"": ""ConversationAgent: Yes:, AdvertisingAgent: No:, SpamAgent: No:"", ""verdict"": 0}",0,True
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,"{""reasoning"": ""The message starts with a warning and then continues to ask questions about the character, which indicates a conversation tone."", ""verdict"": 0}",0,True
I love u 2 my little pocy bell I am sorry but I love u,0,"{""reasoning"": ""ConversationAgent: The message contains a direct statement expressing love and gratitude. It does not contain any promotional or advertising content, urgent external actions, unsolicited marketing language, brand names pushing offers, 'special deal', 'sale', 'subscribe', 'offer expires', store promotions, or links to premium phones or websites."", ""verdict"": 1}",1,False
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,"{""reasoning"": ""ConversationAgent: Buying a product and receiving a promotion is an example of a promotional message. The message does not push the reader toward any urgent external action."", ""verdict"": 1}, {""reasoning"": ""<ConversationAgent: Not buying or getting free products does not imply being in a hurry or needing to act quickly."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: 'Limited time' and 'cashback' are common advertising strategies. The message doesn't contain any unsolicited marketing language, is not promoting products, and there's no 'special deal' or 'premium phone numbers'"", ""verdict"": 1}, {""reasoning"": ""<ConversationAgent: There are no elements that could indicate the message is spam."", ""verdict"": 0}], ""FinalVerdict"": 0}",1,True
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,"{""reasoning"": ""This message contains urgent promotional language, including an offer that is guaranteed to be redeemed within a limited time period (30 minutes). It does not contain any push toward action or links to other websites."", ""verdict"": 1}",1,True
Watching telugu movie..wat abt u?,0,"{""reasoning"": ""ConversationAgent: WATCHING TELUGU MOVIE... AGREEABLE CONVERSATIONAL"", ""verdict"": 1}",1,False
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,"{""reasoning"": ""The message contains promotional content about a good friend winning an Xmas prize and offering to pay for the minutes, including a price for the minute."", ""verdict"": 1}",1,True
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}, {""reasoning"": ""<ConversationAgent: CONVERSATIONAL"", ""verdict"": 1}, {""reasoning"": ""AdvertisingAgent: ADVERTISING"", ""verdict"": 1}, {""reasoning"": ""SpamAgent: SPAM"", ""verdict"": 1}}",0,False
I AM AT A PARTY WITH ALEX NICHOLS,0,"{""reasoning"": ""ConversationAgent: I AM AT A PARTY WITH ALEX NICHOLS."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: None of the content involves any form of advertising or promotional messaging. It does not mention prize offers, financial deals, links to premium services, or links to personal accounts. The message is more about casual social interaction and activities without any signs of spamming."", ""verdict"": 1}, {""reasoning"": ""SpamAgent: None of the content involves any form of unsolicited commercial offer, gift or prize promises. The language used does not seem promotional or advertising."", ""verdict"": 0}",0,True
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,"{""reasoning"": ""ConversationAgent: CONVERSATIONAL"", ""verdict"": 0}, {""reasoning"": ""<ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 1}]",0,True
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,"{""reasoning"": ""TONE is a title for a Nokia phone app and not a message, so it should be classified as NOT_CONVERSATIONAL."", ""verdict"": 0}",0,False
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,1,"{""reasoning"": ""The message contains no promotional or advertising content, and it does not discuss everyday situations or be labeled as spammer. Therefore, the verdict must be 0 (ham)."", ""verdict"": 0}",0,False
Its too late:)but its k.wish you the same.,0,"{""reasoning"": ""ConversationAgent: It's too late and I wish you a similar time."", ""verdict"": 0}",0,True
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1,"{""reasoning"": ""Not_conversational"", ""verdict"": 0}",0,False
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,"{""reasoning"": ""ConversationAgent: The message discusses being late and cooking which are daily activities. It does NOT contain urgent or prize-like language."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: There is no unsolicited commercial offer in this message."", ""verdict"": 1}, {""reasoning"": ""SpamAgent: There are no suspicious links or premium phone numbers."", ""verdict"": 1}",0,True
Whos this am in class:-),0,"{""reasoning"": ""ConversationAgent: ""The message discusses a friend or classmate, not an individual."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: No keywords or phrases suggest the message is promotional."", ""verdict"": 1}, {""reasoning"": ""SpamAgent: The content does not appear to be spam or unsolicited commercial offer."", ""verdict"": 1}",0,True
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1,"{""reasoning"": ""ConversationAgent: STOP MIX \"" See my-tone. com/enjoy. html for terms. Club tones cost GBP 4. 50 / week. MFL\"", AdvertisingAgent: Not_ADVERTISING, SpamAgent: SPAM"", ""verdict"": 1}",1,True
No need lar i go engin? Cos my sis at arts today...,0,"{""reasoning"":""ConversationAgent: No need for English because you are asking about a friend's future plans."", ""verdict"": 0}",0,True
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,"{""reasoning"": ""The message contains no urgent external action or promotional content."", ""verdict"": 0}",0,True
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,"{""reasoning"": ""ConversationAgent: The message is a greeting, not in conversation."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: No unsolicited advertisements or promotional content are present."", ""verdict"": 1}, {""reasoning"": ""FinalVerdict: SPAM"", ""verdict"": 1}]",0,False
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,"{""reasoning"": ""Not_Affirmative"", ""verdict"": 0}",0,True
it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,"{""reasoning"": ""The message is discussing a financial offer and does not contain any urgent promotional or advertising content."", ""verdict"": 0}",0,False
Oh wow thats gay. Will firmware update help,0,"{""reasoning"": ""ConversationAgent: Does the message contain any information or discussion that could indicate a personal problem? No."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: Is there any unsolicited commercial offer in the message? Yes."", ""verdict"": 1}, {""reasoning"": ""SpamAgent: The message contains an unsolicited commercial offer. It is spam."", ""verdict"": 1}",0,True
You have an important customer service announcement from PREMIER.,1,"{
  ""reasoning"": ""<ConversationAgent: CONVERSATIONAL"", 
  ""verdict"": 0
}",0,False
Webpage s not available!,0,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}",0,True
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,"{""reasoning"": ""ConversationAgent: Not_conversational\nAdvertisingAgent: ADVERTISING\nSpamAgent: SPAM"", ""verdict"": 1}",1,True
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,"{""reasoning"": ""The message contains promotional language like 'text back' and 'cost', so it is marked as advertising."", ""verdict"": 1}",1,True
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,"{""reasoning"": ""ConversationAgent: FreeMsg"", ""verdict"": 1}",1,True
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,"{""reasoning"":""Not_Conversational"", ""verdict"":1}",1,True
Convey my regards to him,0,"{""reasoning"": ""ConversationAgent: CONVERSATIONAL"", ""verdict"": 0}",0,True
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,"{""reasoning"": ""Not_CONVERSATIONAL"", ""verdict"": 0}",0,False
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,"{""reasoning"": ""The message contains no urgent external action, promotional content, prize promises, suspicious links, premium phone numbers, brand names pushing offers, or unsolicited commercial offer."", ""verdict"": 0}",0,True
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,"{""reasoning"": ""This text is not part of an actual message or conversation and does not contain any personalized data, such as contact numbers or personal details. It appears to be promotional material for a service called XCHAT."", ""verdict"": 0}",0,False
Were trying to find a Chinese food place around here,0,"{""reasoning"": ""ConversationAgent: Were trying to find a Chinese food place around here."", ""verdict"": 1}, {""reasoning"": ""<ConversationAgent: Were trying to find a Chinese food place around here."", ""verdict"": 0}, {""FinalVerdict"": ""NOT_CONVERSATIONAL""}",1,False
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,"{""reasoning"":""Not_Conversational"", ""verdict"": 0}",0,False
I'm going 2 orchard now laready me reaching soon. U reaching?,0,"{""reasoning"": ""ConversationAgent: The message is not discussing everyday situations or being late, so it does not contain a conversation tone."", ""verdict"": 1},",1,False
Hey come online! Use msn... We are all there,0,"{""reasoning"": ""The message is a direct request for people to use Messenger, which could be seen as a promotional or advertising message."", ""verdict"": 1}",1,False
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,"{""reasoning"": ""The message contains urgency language ('Urgent!', 'Limited time'), which is typical for promotional or advertising content."", ""verdict"": 1}",1,True
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0,"{""reasoning"": ""ConversationAgent: The message discusses an internal relationship issue and the speaker's feelings towards their partner."", ""verdict"": 1}, {""reasoning"": ""AdvertisingAgent: There are no unsolicited commercial offers or promotional language in this message."", ""verdict"": 0}, {""reasoning"": ""SpamAgent: This message contains a call for action and is not engaging, unsolicited, or inappropriate."", ""verdict"": 1}",1,False
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,"{""reasoning"": ""ConversationAgent: No."", ""verdict"": 1}",1,False
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,"{""reasoning"":""..."",""verdict"":0}",0,False
I'm really sorry I lit your hair on fire,0,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}",0,True
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0,"{""reasoning"": ""ConversationAgent: This message does not contain any everyday situations or conversations."", ""verdict"": 0}, {""reasoning"": ""AdvertisingAgent: There are no promotional or advertising content in this message."", ""verdict"": 1}, {""reasoning"": ""FinalVerdict: SpAM"", ""verdict"": 1}]",0,True
"Hmm well, night night ",0,"{""reasoning"": ""ConversationAgent: Does not discuss any everyday situations or urgency"", ""verdict"": 0}",0,True
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,1,"{""reasoning"":""[SPAM]"",""verdict"":1}",1,True
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,"{""reasoning"": ""Not_Conversational"", ""verdict"": 0}",0,False
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,"{""reasoning"": ""Not_conversational"", ""verdict"": 1},",1,True
I have printed it oh. So  &lt;#&gt;  come upstairs,0,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}",0,True
Also hi wesley how've you been,0,"{""reasoning"": ""ConversationAgent: NOT_CONVERSATIONAL"", ""verdict"": 0}",0,True
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,"{""reasoning"": ""The message is a direct request to purchase something, which is typically a free service or discount that comes with the product being sold."", ""verdict"": 1}",1,True
Well welp is sort of a semiobscure internet thing,0,"{""reasoning"": ""ConversationAgent: No, the message does not discuss everyday situations or being late. It is more personal and non-professional."", ""verdict"": 1}",1,False
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,"{""reasoning"": ""ConversationAgent: The message discusses how to use a certain website (Ringtones & Pics) and mentions it offers ringtones from various sources, including chart heroes. This indicates the message is engaging and likely contains promotional content."", ""verdict"": 1}",1,True
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,"{""reasoning"": ""ConversationAgent: Of cos can lar i'm not so ba dao ok... 1 pm lo... Y u never ask where we go ah... I said u would ask on fr... U said you wud ask today."", ""verdict"": 0}",0,True
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1,"{""reasoning"": ""Not_conversational"", ""verdict"": 0}",0,False
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,"{""reasoning"": ""Urgency language and a £1000 cash offer imply the message is urgent, not promotional."", ""verdict"": 1}",1,True
i am seeking a lady in the street and a freak in the sheets. Is that you?,0,"{""reasoning"": ""ConversationAgent: not_conversational"", ""verdict"": 0}",0,True
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,"{""reasoning"": ""ConversationAgent: Not_CONVERSATIONAL"", ""verdict"": 0}",0,True
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,"{""reasoning"": ""Is there urgency language? (e.g. 'Act now', 'Hurry', 'Limited time')"", ""verdict"": 0}, {""reasoning"": ""Are there prize or money promises? (e.g. 'You won', 'Free gift', 'Cash')"", ""verdict"": 0}, {""reasoning"": ""Are there suspicious links or premium phone numbers?"", ""verdict"": 1}, {""reasoning"": ""Is this an unsolicited commercial offer?"", ""verdict"": 1}]",0,False
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,"{""reasoning"": ""Urgency language present: 'Act now' and the message is urgent, therefore it can be classified as spam."", ""verdict"": 1}",1,True
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,"{""reasoning"": ""This message expresses a positive sentiment, showing appreciation for the short duration of time and wishes to highlight its potential benefits."", ""verdict"": 1}",1,False
Get ready for  &lt;#&gt;  inches of pleasure...,0,"{""reasoning"": ""Not_CONVERSATIONAL"", ""verdict"": 0}",0,True
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1,"{""reasoning"": ""The message contains promotional content as it offers a cash prize for joining a subscription service and suggests paying the T&Cs."", ""verdict"": 1}",1,True
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",1,"{""reasoning"": ""The message is not in a conventional conversational tone and does not contain any urgency or promotional language."", ""verdict"": 0}",0,False
Another month. I need chocolate weed and alcohol.,0,"{""reasoning"": ""Not_CONVERSATIONAL"", ""verdict"": 0}",0,True
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",1,"{""reasoning"": ""Not_CONVERSATIONAL"", ""verdict"": 0}",0,False
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,"{""reasoning"": ""The message contains promotional and unsolicited commercial offer language."", ""verdict"": 1}",1,True
K then 2marrow are you coming to class.,0,"{""reasoning"": ""ConversationAgent: The message is not engaging or casual in tone."", ""verdict"": 0}",0,True
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,"{""reasoning"": ""The message is not discussing everyday situations, being late, cooking, meeting someone, making plans, asking a personal question, or sharing news. It is a short message from a caller with no urgency and no promotional or advertising content."", ""verdict"": 0}",0,True
Sorry about that this is my mates phone and i didnt write it love Kate,0,"{""reasoning"": ""ConversationAgent: Sorry, the message is not being discussed as a private conversation between two people,"" ""verdict"": 1}, {""reasoning"": ""AdvertisingAgent: The text does not contain any promotional or advertising content,"" ""verdict"": 0}, {""reasoning"": ""SpamAgent: No urgency language, prize promises, or links to premium services. This is most likely a spam message,"" ""verdict"": 1}",1,False
"No, I was trying it all weekend ;V",0,"{""reasoning"": ""The message contains a casual, everyday expression 'no' that does not indicate urgency or pressure to act; thus, this is likely a conversation and not an advertisement."", ""verdict"": 0}",0,True
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1,"{""reasoning"": ""The message contains promotional content: 'To claim your prize, call our customer service representative'. This is a classic spam indicator because it includes urgency language and money promises."", ""verdict"": 1}",1,True
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,"{""reasoning"": ""ConversationAgent: URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU!"", ""AdvertisingAgent"": SPAM, ""SpamAgent"": NOT_ADVERTISING, ""FinalVerdict"": ""SPAM"", ""verdict"": 1}",1,True
